Date,A,ADBE,ADSK,AMAT,AVGO,AYI,AZO,BBY,CAG,CASY,COO,COST,CPB,CPRT,CRM,CSCO,DCI,DG,DKS,DLTR,DRI,FDS,FDX,FL,GIS,GME,GPN,GPS,HD,HPQ,HRL,INTU,JBL,JWN,KMX,KR,KSS,LOW,M,MON,MSM,MTN,MU,NKE,NTAP,NVDA,ORCL,PANW,PAYX,PVH,RAD,RHT,RPM,SJM,SNPS,STZ,THO,TJX,TTC,VMW,WDAY,WMT,WSM
2014-03-28,38.0704264939,64.88,48.34,19.0410716444,60.9068268446,128.774905849,527.44,23.409358174,27.9291751585,65.3451553478,132.135416165,103.880262451,40.4867499856,17.96,55.75,19.742849016,39.240555808,53.4856803986,53.1241733273,52.15,39.6864046497,101.876624004,128.71624913,42.9848704079,45.545749612,34.4052547426,35.1266532638,35.7528425841,73.0567761895,13.1757721135,22.6698860751,74.5855278351,16.8638487904,52.7350281781,45.67,20.9115692044,49.0801636581,45.8912125003,51.8542810857,104.494504199,79.7576717545,64.2884882825,21.91,35.2793807115,33.4216099234,17.159534854,37.4815440891,69.76,37.8912047285,123.144309793,6.43,52.23,37.3983909209,88.3718108797,38.18,81.1221352968,56.9596942956,57.4265309102,29.9099660467,106.29,90.76,69.1641053411,60.9975025912
2014-03-31,38.9266456306,65.74,49.18,19.2628086035,61.191837733,131.098827126,537.1,23.7146585875,28.2385892853,65.3548246517,137.189121424,103.898868982,40.777498639,18.195,57.09,19.8180009267,39.6331483148,53.5629160382,52.1782572915,52.18,39.7961655476,103.44056163,129.252526208,43.7769176623,46.0074219277,34.8118160985,35.4658002781,35.6549383599,73.4372802322,13.3073653431,23.0773819612,74.5471657274,17.091738639,53.263828396,46.8,20.7688281176,48.9079525575,45.8724507617,52.1799104815,105.843480616,80.2026238982,64.6315827678,23.66,35.4328944704,34.0867165885,17.1691211863,38.7508205379,68.6,37.926816763,124.099148153,6.27,52.98,38.3610854653,89.0679404015,38.41,82.8379742359,57.5059347501,57.9520648869,30.0574229404,108.02,91.43,69.5462777427,60.8422926609
2014-04-01,39.2329354031,65.93,50.07,19.4562387169,61.7998609615,131.978950503,536.54,23.6877203157,28.0474805599,66.4667945932,138.197864964,104.06632776,40.4867499856,18.275,58.8,20.591623537,39.8948766528,54.4704348031,52.7228756151,52.47,40.3606501653,103.824350004,130.763852518,44.0751001581,45.9719086727,36.0653802791,36.0094329923,36.4737736892,73.6692948923,13.6651344361,22.9040791131,75.6596668498,17.1961881529,53.6391059699,47.5,20.754554009,48.9510053326,46.3696368334,52.3735279601,106.048152899,80.4343698063,64.9932229009,24.44,35.6871516336,34.2853248288,17.878509778,39.3002088516,70.96,37.8377866767,125.242964939,6.39,53.71,38.6636466078,88.9763444118,38.6,83.2084394614,60.2842267172,58.4680437004,30.7899507348,111.8,95.28,69.8556554011,61.3900924148
2014-04-02,39.4487304701,65.48,49.58,19.6166441767,61.4103460807,136.221342963,535.47,24.0648561206,28.3204930248,67.5304180156,137.229071663,103.77792653,40.495835881,18.445,58.15,20.4935681869,39.7546650432,55.2427911987,52.808867982,52.82,40.8388940775,103.411777502,131.397634519,45.0348750664,45.8298556525,36.7345125107,35.8398594851,37.2837086345,74.1982883175,13.8214013963,22.6979892397,75.7363910651,17.6329770292,54.2702546171,47.88,21.5348719497,49.8465030555,46.4540646569,53.3680177365,106.848235464,80.7124648961,64.9283131334,24.35,35.759111208,34.7702984388,17.7634737902,38.9592092086,71.04,38.1137799442,125.053986514,6.36,53.11,38.6636466078,89.571718345,38.7,82.7697306417,59.3706866467,59.3948945321,30.8327608007,109.55,92.17,70.2287284598,61.3444424353
2014-04-03,39.4000025517,62.45,48.31,19.6638222531,60.7358203116,132.147063958,535.61,24.0379178488,28.6481079827,66.5634876316,137.328947261,103.917475513,40.7684127436,18.52,55.74,20.5827094143,39.6892329587,55.3296812933,52.8279773969,52.76,40.7448133079,103.027989127,131.924161104,44.0191909401,46.3714327921,37.598455392,35.730135451,37.4083140107,73.6878560652,13.5705518023,22.6417829106,75.3623605154,17.5949953878,54.048499687,47.56,21.392130863,49.8120608354,46.0131638009,53.3328145586,109.294856482,81.5467501655,64.5481273524,24.0,35.495259435,34.659447328,17.9552004366,38.2393210734,65.28,38.1048769356,123.860438563,6.49,51.34,40.4698449435,89.6724739336,38.64,82.7599815568,59.7191503849,58.8120295761,30.6037337938,107.92,83.91,70.4835100608,60.5866527758
2014-04-04,38.6830060389,61.32,47.32,19.1071209514,58.7122430041,129.961589054,526.12,24.8730042739,28.1930872079,65.7415968053,132.415067839,102.940632636,40.5430825372,18.435,54.41,20.2454881509,39.3153353331,54.7214506317,51.8056237016,52.11,40.172488626,101.521619757,130.997864333,43.1525980617,45.5013580432,36.2856010136,34.0543502038,36.8208886658,73.0567761895,13.422509419,22.4029060119,74.0292772739,17.5095366946,54.1337900447,45.56,21.2589058487,49.6484602899,45.440930775,52.5759462332,106.717499989,80.8700521137,63.0459298764,22.58,34.943569364,34.6686849205,17.399193162,37.9835713412,63.06,36.9207767878,124.298072812,6.2,50.46,39.4704763212,89.3518879696,37.95,82.2140328035,58.9468793975,58.4584885372,30.2554218875,103.98,80.68,70.3470199174,60.0114630342
2014-04-07,37.8337480333,60.47,46.59,18.8995374151,57.34419074,125.738974648,519.0,24.4150536537,28.2840913628,64.6296268637,130.497456357,103.069948027,41.0005761338,18.125,53.97,20.3687704685,38.6703619289,53.4663714888,50.6303946873,50.94,39.5688036877,100.802016555,129.662046885,42.1462321385,46.034056869,36.8615629344,33.10174609,36.1088579446,71.581162951,13.4471831496,22.5059509486,71.7294689191,16.9777937147,52.6753249277,43.68,21.0019718926,48.2363292653,43.8743256058,51.2734286499,104.868526853,79.5351956827,62.2762854905,21.71,33.9793110661,33.5324610343,17.4567111559,37.4990385402,60.23,36.8050376756,121.910976911,6.05,49.85,38.5902984521,89.6724739336,37.54,78.7726058404,58.4194748207,57.2163173195,29.6017406387,104.36,78.14,70.3470199174,58.6784836332
2014-04-08,38.0495431003,61.82,47.15,18.72969634,57.163683844,125.452192873,525.48,24.5766832844,28.4023967643,66.0945263954,130.267742482,104.810589,40.8816277987,18.435,55.21,20.4489975731,38.6890568102,53.5339526734,51.3374430374,50.89,39.3728020843,101.041884289,129.593793439,42.733278927,45.8920038488,37.0479035559,33.4109683677,36.4578654936,71.5626017781,13.344375939,22.4684800625,71.6700076522,17.0062799458,53.3576477895,44.46,21.0828585084,48.7701836771,43.8368021287,51.3790381837,105.428821743,80.2489730798,62.4153778494,22.21,34.9819478037,34.3176564028,18.0798227568,38.2305880633,63.49,36.7694256411,122.826030339,6.11,50.01,38.4252651016,88.9488656149,37.56,79.4355436123,58.9468793975,57.7609616227,29.8498532295,107.68,81.2,71.1386627492,58.8245635676
2014-04-09,38.7748929706,63.46,48.49,18.861794954,59.3487673215,125.531305087,527.46,24.5677038604,28.3022921938,66.7278657969,132.554893676,105.173416354,41.1286743409,18.58,56.95,20.6094517825,39.240555808,54.4125080734,51.595420138,52.13,39.8642685085,102.3851436,130.656597102,42.9848704079,45.8830545501,36.573581974,33.6104666115,35.7777482188,72.1658398945,13.4554077264,22.4637962017,72.2180611049,17.3481147185,53.5879317553,45.04,21.2779379936,48.5118670262,44.5966525401,51.7838747298,107.464559842,83.3543682492,62.4524691451,22.6,35.2889753215,34.9298091927,18.0606500921,38.8386292253,68.13,36.7160075893,124.506943703,6.4,52.06,39.3512855681,89.0587808025,37.94,78.6166204823,60.4254958003,57.5698583584,30.2697360755,106.4,83.02,70.9475765484,58.961513506
2014-04-10,37.7142876563,61.49,45.97,18.0125895783,56.8691725927,121.04168696,514.59,23.535070109,27.883673081,65.2678009171,125.943129088,104.270999601,40.8907776706,18.38,54.55,20.1904880136,38.7357940134,53.5339526734,49.8564633852,50.81,39.1825570169,100.610122368,128.765001592,41.6896401918,45.6414234846,34.9049864092,33.1167084583,35.1602733245,71.2563424267,13.4883060338,22.1312420878,70.7565852311,16.6169681212,52.4706280692,43.76,20.8735049146,46.9791882313,43.8930873444,51.1062135547,105.092644809,81.8341150917,60.7648151904,21.68,34.7564744704,33.7982540356,17.6196788054,37.8030591212,63.8,36.1729240629,123.024954998,6.94,50.02,38.364737406,87.4741701804,36.99,78.0999189836,58.8432820699,56.2608009982,29.8307676456,102.18,75.62,69.9648475158,57.3272442404
2014-04-11,36.821146339,60.5,45.19,18.0408964242,55.6056243209,122.188814058,511.28,22.9065104342,27.756267264,65.5965572477,123.466214258,104.270999601,40.4973331775,17.74,52.87,20.0211196815,38.3151591846,52.8484863722,49.741806896,50.74,38.4136498692,98.3361762493,127.955710729,41.0187295763,45.7756629654,34.3205544601,32.8274360049,34.3638202001,70.2540390949,13.344375939,22.0000939866,69.7277831358,16.3605920416,51.5665502774,42.88,20.9353593855,46.0923010634,43.4428056191,50.0765206004,103.561172111,80.9534806406,60.1806272831,21.13,34.1807978746,33.3623270489,17.370434165,37.0335070255,64.3,35.5408104502,121.055600879,7.04,49.36,37.6916718375,86.4024971007,36.38,76.0721093283,57.2799042172,55.2575088609,29.3679422359,99.24,71.86,69.6099731429,56.1494747696
2014-04-14,36.7374143405,61.39,45.83,17.9465402713,55.8811348463,121.1306882,515.28,23.0771194888,28.0565809754,65.4225097786,126.632270715,104.717556345,40.8084288232,17.72,53.78,20.3687704685,38.4179810316,53.2925912997,49.8182445555,50.94,39.0953613609,99.6890302693,128.706498638,41.46600332,45.9099024463,34.8711062962,32.9820471437,33.8268855095,70.5046149278,13.5294289181,22.2577063283,70.5546708012,16.531509428,51.617724492,43.32,21.2113254865,46.1181327285,43.7523743052,50.1469269562,102.991538973,80.4603157586,60.7462695426,21.9,34.7228933356,34.1228805151,17.5621608115,37.5940449718,65.94,35.8791247781,121.682213553,7.1,49.83,37.8484131343,87.3734145917,36.57,76.0428620737,57.5906962,55.6970463687,29.959595337,100.78,73.0,70.4107153177,56.9529144086
2014-04-15,37.0583870014,62.105,46.82,17.7955704268,55.9951392017,122.307482379,519.7,22.448559814,28.0929826374,64.9777218019,126.512419997,104.25239307,40.4149843301,17.75,55.23,20.4044269594,38.4927605567,53.070538836,49.4073921359,50.73,38.3660886024,100.331875797,128.872257007,41.7828222217,45.8651559526,35.1082670871,33.3311690703,34.3369734656,70.4303702366,13.3197022084,22.1733968347,70.9008098239,16.4745369659,52.0100601375,43.37,20.9448754579,46.8672510159,43.8180403902,50.6749746251,103.30903941,80.3300457897,60.4588120009,22.17,34.674920286,34.3130188817,17.6867831316,37.7460552623,68.36,36.2174391061,121.294310469,7.06,50.1,38.1157953464,87.0894670236,36.63,76.013614819,59.1823278693,56.069697734,29.8593960215,102.22,77.81,69.9557481729,56.9711744004
2014-04-16,37.4561139943,63.04,47.55,17.8521841185,56.3466526307,124.990228451,522.14,21.9726503459,28.3932963488,64.252524014,129.019297507,105.582760035,40.8816277987,18.04,55.98,20.5292246778,39.2966404518,52.9836487415,50.0475575339,50.69,38.9526775604,101.300941442,130.412834794,42.3259427257,46.7690351236,34.5068950816,33.8398895918,34.9007548907,71.0707306986,13.3608250927,22.4356930372,71.4104033852,16.692931404,52.4194538546,43.81,21.0876165446,47.3924948726,43.8368021287,51.6254604291,105.073968313,81.4931705116,60.6442684794,22.48,35.0682992931,33.6127531902,17.7251284609,38.1260809886,69.84,36.3954992787,123.383019383,7.12,50.62,38.6321196182,88.6923968437,37.08,77.7489519279,58.9751332141,56.4041284464,30.0788802364,102.34,77.57,70.2651258313,57.0624743594
2014-04-17,38.1329476488,64.04,48.49,17.9182334255,57.8477099761,124.722943787,516.16,21.9816297699,28.5207021657,64.4845873061,128.499944397,105.592063301,40.7535295916,18.245,56.1,20.6896788872,39.2779455705,53.5146437635,49.5507127474,51.09,38.4215767471,101.48324092,132.167923412,42.3633993122,46.6168970453,35.1252071436,33.8598394161,34.5249006073,71.5440406053,13.1305369409,22.4733210339,71.1796440367,16.7119222248,51.8906536367,44.44,21.0685843997,46.7208715805,43.9024682137,50.014915039,105.475512984,81.3442905472,60.8482706058,23.91,35.5144486548,33.2695766262,17.7922327871,38.0785777728,69.96,36.4400143218,121.930869376,7.16,50.55,39.3236253393,88.573322057,37.52,78.7531076706,59.5402095464,56.0888080604,30.0168520887,103.17,79.8,70.6654969187,56.9711744004
2014-04-21,38.160858315,64.3,48.4,18.0597676548,58.7977462707,126.346450635,519.4,21.6583705085,28.4114971798,64.7649971175,127.88071569,106.15025923,40.6437311284,18.205,56.11,20.8590472193,39.3246827737,53.1863922953,49.7609163109,50.67,38.1996241684,101.33932028,132.869958859,42.4944973649,46.8048323185,34.7017057313,33.7750526625,34.4085647577,72.3514516227,13.1346492293,22.4639140347,71.1507991181,16.6454543523,51.6603696708,43.72,21.2731799574,46.9877987863,43.9587534293,50.4549547631,105.270071524,81.9956403914,60.440266353,25.32,35.4520836903,33.3345019221,17.936027772,38.2305880633,68.38,36.3598872442,120.737321426,7.04,50.93,39.6463280091,88.6008008539,37.58,78.9773366229,58.7773564978,56.7481143221,30.3508498071,104.84,77.93,70.6109008613,57.1263843306
2014-04-22,38.3562329781,64.48,49.01,18.267351191,60.2703025272,125.465401187,521.55,21.9906091938,28.4569992573,64.3298784447,129.908190329,105.647882894,40.9273771584,18.22,57.08,20.9660166923,39.3340302144,53.1863922953,50.0380028265,51.36,39.5313396405,101.377699117,133.610996275,42.6630520041,46.7063900326,35.8028094035,33.8099648552,34.7486233951,73.9384318981,13.0647403261,22.529763029,71.9584568379,16.8923350215,51.8735955651,43.51,21.5063237324,46.7036504704,44.7686190666,50.6221698582,104.53234992,83.2797300843,61.4695498088,26.18,35.6679624137,33.4318898659,18.0894090891,38.4396022128,71.19,36.4934323736,120.826837522,7.25,50.9,40.070451518,88.7839928334,38.04,78.8603476043,58.6831771091,57.0443243817,30.3794781829,105.15,81.37,70.5745034898,57.2085542937
2014-04-23,38.3841436443,64.39,48.23,18.1635594229,61.3723446289,126.059367107,526.25,21.7930618674,28.3568946868,64.2235161025,129.139148225,106.792184549,41.110374597,17.945,55.64,20.9481884468,39.2779455705,53.418099214,51.0412471069,51.51,39.8721953864,100.389444053,132.928461813,42.8222424966,46.8674774096,33.803882737,33.266332141,34.9991929173,72.8711644614,13.0524034608,22.5438735277,71.5257830594,16.8923350215,52.7862023927,43.25,21.625274638,47.1600098869,43.5255694838,51.1502175271,104.709776635,83.3541700665,60.7833608383,26.25,35.5480297896,33.2695766262,18.3003084001,37.8030591212,69.05,36.3954992787,120.399149507,7.13,50.05,39.9505905264,88.3168532858,37.88,78.2364061719,57.2987400949,56.2321355086,30.164765364,95.53,76.64,71.0112719487,57.4276741953
2014-04-24,38.5725406409,63.22,47.72,18.2767868063,62.1133729387,124.227972187,525.88,21.721226476,28.2658905318,64.5135952176,130.36761808,107.015462921,41.0554753655,17.931,54.73,20.7966483601,39.3153353331,53.3987903041,50.4201911238,51.42,39.721584708,101.195399639,132.684699505,43.2061725081,46.9211732019,34.0579835844,33.1266833704,34.8291635986,74.0312377622,13.1593229598,22.3886580413,71.3046386838,17.091738639,52.9056088936,43.54,21.5776942757,47.1255676668,44.4107714594,51.0886119658,103.281024666,84.1357898796,62.6008343279,26.16,35.2074211371,33.0377005694,18.4632760496,37.7650565486,68.01,36.4311113132,120.299687177,7.12,49.63,39.6555480854,88.8389504272,37.87,77.4662284663,56.8843507846,55.6588257158,30.369935391,96.44,72.59,71.2569542068,57.3267145635
2014-04-25,37.9515283187,61.61,47.0,17.56911566,59.2252626032,122.663861931,522.32,21.8918355306,28.2112880389,63.1792312878,128.939397028,106.99685639,41.119524469,17.805,52.8,20.5024823096,38.9975223513,54.3835447086,50.3628628792,51.36,39.5709740296,100.72525888,130.861357441,42.9252481095,46.7958830198,33.3465012116,32.7775614439,34.7038788375,73.6692948923,12.986606846,22.4121755392,72.4392054805,16.7499038662,52.4365119261,42.98,21.4825335512,47.0825148916,43.6762421605,50.6661738306,102.412567587,83.3448650687,62.4895604408,25.26,34.8764070945,32.4626479486,17.9552004366,37.4800372539,66.16,35.9592518558,121.582751224,6.99,48.37,39.2222045002,87.950469327,37.31,77.0567669013,56.5264691075,55.5537189205,30.2220221157,92.87,67.61,71.5390338366,57.1523297449
2014-04-28,37.491002327,60.4,46.62,17.6162937364,57.7432059837,121.426432931,531.45,22.9424281299,28.1657859614,65.5482107285,129.958128128,107.536445788,41.7966149921,17.905,49.13,20.5203105551,39.1844711641,54.315963524,50.5826211501,51.89,39.5234127627,100.303091668,131.173373195,43.3372705608,47.5834213074,34.1680939516,32.5431510075,35.0528863864,74.4024612184,13.2374564399,22.5438735277,71.8142322451,16.5884818901,53.2297122529,43.17,21.668096964,47.7369170737,43.6762421605,51.0622095823,102.972862477,82.9726651578,63.5559351923,24.58,34.3822846831,32.611048625,17.878509778,38.1260809886,64.32,36.2174391061,123.591890274,6.95,48.19,38.8349612964,89.2694515789,36.76,77.6124647395,56.6865740683,55.935925449,30.2792788674,90.06,67.31,72.5763589265,57.8131564257
2014-04-29,37.1909626657,60.91,47.57,17.9937183478,57.8762110649,122.663861931,529.62,23.1579343041,27.9639464529,65.7415968053,131.646025735,107.359683744,41.5404185779,17.95,50.76,20.6451082735,39.1377339609,54.0842566053,50.3341987569,51.51,39.8008534861,101.070668417,132.089919473,43.5807383729,47.2612465533,34.1765639799,32.727686883,35.589821077,73.799223102,13.5541026486,22.2851810504,72.4968953177,16.370087452,53.0250153944,43.68,21.6728550002,47.6508115235,43.723327372,51.1326159382,103.150289192,83.2145950999,64.2143056911,25.1,34.7708663853,32.852199724,17.9168551073,38.1070797023,64.36,36.4044022873,124.755599526,7.09,48.53,39.1115635848,88.6008008539,36.99,77.7489519279,56.6583202517,55.8499289801,30.1122800082,90.0,73.3,72.4944648405,57.7213749423
2014-04-30,37.7073099898,61.69,48.02,17.9842827325,60.3273047049,123.317224443,533.89,23.2836462391,27.9914700222,66.5656693209,131.745901333,107.620175177,41.6227674253,18.135,51.65,20.6005376598,39.343377655,54.489743713,50.315089342,52.07,39.4045095955,102.183654703,132.850457874,43.5713742263,47.4491818265,33.6090720873,33.3311690703,35.169222236,73.7899425156,13.5952255329,22.4309895376,72.8334193676,16.3890782727,52.2659312107,43.78,21.9059987752,47.1772309969,43.2336411727,50.5429627079,103.374407148,84.7313097372,64.1957600432,26.12,34.9963397186,33.0284255272,17.7059557963,38.8386292253,63.58,37.2234790812,124.894846787,7.3,48.65,39.3328454156,88.5550028591,37.62,77.8366936918,57.3269939115,55.5919395733,30.3174500352,92.51,73.07,72.5308622121,57.6571279039
2014-05-01,38.0073496511,62.59,48.42,17.8144416574,60.317804342,122.386677835,526.79,23.3644610544,27.9272483604,66.3232950516,132.105453485,107.508535991,41.3574211393,18.165,52.08,20.5113964323,39.3059878924,54.6924872668,49.6367051143,51.64,39.3410945731,102.010949935,132.840707382,43.5713742263,47.14490567,33.2533309009,32.9371600389,35.5450765195,73.6228919603,13.422509419,22.3933615409,73.0064888789,16.5884818901,52.4535699976,44.48,21.9678532461,47.5647059732,43.6668251182,50.1029229838,102.944847732,84.9546296838,63.9824850929,26.25,34.9819478037,32.9635002313,17.8018191195,38.9241350138,65.27,36.8673587361,125.919308778,7.7,48.75,39.2683048816,89.0038232087,37.59,79.2210637449,57.6472038332,55.668380879,30.5894196059,92.05,74.83,72.5217628692,57.5745245688
2014-05-02,38.0561933168,61.56,47.68,17.8899265796,61.0588326517,122.505471019,529.54,23.4811935654,28.0832152533,65.7706817176,133.633550135,107.127102106,41.1652738287,18.385,52.44,20.4489975731,39.2592506892,55.0303931899,49.6940333589,52.5,39.3728020843,100.984316033,133.532992337,44.1051305837,47.207550761,33.8123527652,33.2413948606,35.151324413,73.6878560652,13.3608250927,22.5626875261,72.3911306163,16.7119222248,52.8970798578,44.86,22.1296264777,47.9780126145,44.2412646982,50.3317436403,104.775144372,84.3591098262,63.1108396438,26.31,35.0155289385,32.9635002313,17.667610467,38.7721247232,65.08,36.8584557274,127.530598511,7.87,48.57,39.2590848053,88.7931524324,37.58,79.0943256415,57.7413832219,55.7830428376,30.6943903174,93.68,75.73,71.9940009813,57.8774034642
